Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;Referee;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;Season;Month;DayOfWeek;Total Goles;Resultado;Total Shots;Total Shots on Target;Total Corners
2000-03-12;Chelsea;Man City;2;1;H;2.0;0.0;H;Dermot Gallagher;9.0;11.0;7.0;5.0;9.0;12.0;7.0;10.0;2.0;0.0;0.0;0.0;2000;3;Sunday;3;Victoria Local;20.0;12.0;17.0
2000-04-12;Sunderland;Everton;2;0;H;1.0;0.0;H;Peter Jones;24.0;7.0;11.0;2.0;16.0;23.0;8.0;4.0;0.0;3.0;0.0;0.0;2000;4;Wednesday;2;Victoria Local;31.0;13.0;12.0
2000-09-12;Arsenal;Newcastle;5;0;H;2.0;0.0;H;Mike Dean;15.0;3.0;10.0;1.0;10.0;11.0;5.0;2.0;0.0;3.0;0.0;0.0;2000;9;Tuesday;5;Victoria Local;18.0;11.0;7.0
2000-09-12;Bradford;Tottenham;3;3;D;1.0;2.0;A;Neale Barry;13.0;6.0;6.0;4.0;6.0;16.0;7.0;2.0;2.0;0.0;0.0;0.0;2000;9;Tuesday;6;Empate;19.0;10.0;9.0
2000-09-12;Charlton;Man United;3;3;D;1.0;2.0;A;Steve Lodge;15.0;15.0;8.0;8.0;6.0;10.0;9.0;6.0;0.0;1.0;0.0;0.0;2000;9;Tuesday;6;Empate;30.0;16.0;15.0
2000-09-12;Chelsea;Derby;4;1;H;3.0;0.0;H;Paul Taylor;19.0;5.0;10.0;3.0;8.0;14.0;3.0;6.0;0.0;0.0;0.0;0.0;2000;9;Tuesday;5;Victoria Local;24.0;13.0;9.0
2000-09-12;Man City;Everton;5;0;H;3.0;0.0;H;Steve Bennett;13.0;14.0;9.0;4.0;12.0;12.0;5.0;13.0;0.0;1.0;0.0;0.0;2000;9;Tuesday;5;Victoria Local;27.0;13.0;18.0
2000-09-12;Southampton;Leeds;1;0;H;1.0;0.0;H;Paul Durkin;12.0;13.0;3.0;5.0;13.0;15.0;2.0;10.0;3.0;4.0;1.0;0.0;2000;9;Tuesday;1;Victoria Local;25.0;8.0;12.0
2000-09-12;Sunderland;Middlesbrough;1;0;H;0.0;0.0;D;Graham Poll;8.0;8.0;5.0;5.0;22.0;21.0;5.0;3.0;1.0;3.0;0.0;0.0;2000;9;Tuesday;1;Victoria Local;16.0;10.0;8.0
2000-09-12;West Ham;Aston Villa;1;1;D;1.0;1.0;D;Mike Riley;13.0;15.0;5.0;4.0;14.0;15.0;4.0;4.0;1.0;3.0;0.0;0.0;2000;9;Tuesday;2;Empate;28.0;9.0;8.0
2000-10-12;Coventry;Leicester;1;0;H;1.0;0.0;H;Steve Dunn;12.0;6.0;5.0;1.0;11.0;15.0;8.0;10.0;0.0;1.0;0.0;0.0;2000;10;Thursday;1;Victoria Local;18.0;6.0;18.0
2000-10-12;Liverpool;Ipswich;0;1;A;0.0;1.0;A;Alan Wiley;14.0;11.0;5.0;6.0;12.0;14.0;8.0;5.0;1.0;3.0;0.0;0.0;2000;10;Thursday;1;Victoria Visitante;25.0;11.0;13.0
2000-12-16;Aston Villa;Man City;2;2;D;0.0;0.0;D;Andy D'Urso;10.0;9.0;5.0;4.0;8.0;16.0;5.0;4.0;2.0;1.0;1.0;0.0;2000;12;Saturday;4;Empate;19.0;9.0;9.0
2000-12-16;Derby;Coventry;1;0;H;1.0;0.0;H;Matt Messias;4.0;14.0;3.0;5.0;17.0;10.0;3.0;5.0;1.0;3.0;0.0;0.0;2000;12;Saturday;1;Victoria Local;18.0;8.0;8.0
2000-12-16;Everton;West Ham;1;1;D;0.0;0.0;D;Clive Wilkes;15.0;9.0;5.0;4.0;10.0;7.0;9.0;7.0;1.0;2.0;0.0;0.0;2000;12;Saturday;2;Empate;24.0;9.0;16.0
2000-12-16;Ipswich;Southampton;3;1;H;0.0;1.0;A;Barry Knight;15.0;13.0;7.0;4.0;11.0;12.0;6.0;1.0;1.0;2.0;0.0;0.0;2000;12;Saturday;4;Victoria Local;28.0;11.0;7.0
2000-12-16;Leeds;Sunderland;2;0;H;1.0;0.0;H;Rob Styles;17.0;17.0;8.0;6.0;16.0;20.0;8.0;5.0;3.0;4.0;0.0;0.0;2000;12;Saturday;2;Victoria Local;34.0;14.0;13.0
2000-12-16;Leicester;Charlton;3;1;H;1.0;1.0;D;Alan Wiley;9.0;12.0;5.0;8.0;11.0;16.0;5.0;5.0;1.0;2.0;0.0;0.0;2000;12;Saturday;4;Victoria Local;21.0;13.0;10.0
2000-12-16;Middlesbrough;Chelsea;1;0;H;0.0;0.0;D;Peter Jones;7.0;9.0;4.0;3.0;14.0;16.0;3.0;5.0;0.0;2.0;0.0;0.0;2000;12;Saturday;1;Victoria Local;16.0;7.0;8.0
2000-12-16;Newcastle;Bradford;2;1;H;1.0;0.0;H;Steve Dunn;17.0;7.0;6.0;3.0;16.0;17.0;4.0;3.0;0.0;2.0;0.0;0.0;2000;12;Saturday;3;Victoria Local;24.0;9.0;7.0
2000-12-17;Man United;Liverpool;0;1;A;0.0;1.0;A;Mike Riley;6.0;9.0;4.0;4.0;10.0;11.0;9.0;2.0;1.0;0.0;1.0;0.0;2000;12;Sunday;1;Victoria Visitante;15.0;8.0;11.0
2000-12-18;Tottenham;Arsenal;1;1;D;1.0;0.0;H;Jeff Winter;8.0;17.0;4.0;10.0;20.0;14.0;3.0;7.0;2.0;1.0;0.0;0.0;2000;12;Monday;2;Empate;25.0;14.0;10.0
2000-12-22;Coventry;Southampton;1;1;D;1.0;0.0;H;Alan Wiley;12.0;10.0;5.0;2.0;12.0;13.0;8.0;6.0;1.0;1.0;0.0;0.0;2000;12;Friday;2;Empate;22.0;7.0;14.0
2000-12-23;Charlton;Everton;1;0;H;1.0;0.0;H;Graham Barber;10.0;10.0;7.0;4.0;15.0;21.0;13.0;6.0;1.0;4.0;0.0;0.0;2000;12;Saturday;1;Victoria Local;20.0;11.0;19.0
2000-12-23;Chelsea;Bradford;3;0;H;1.0;0.0;H;Barry Knight;17.0;7.0;8.0;1.0;8.0;12.0;5.0;4.0;0.0;1.0;0.0;0.0;2000;12;Saturday;3;Victoria Local;24.0;9.0;9.0
2000-12-23;Derby;Newcastle;2;0;H;1.0;0.0;H;Rob Harris;8.0;8.0;5.0;4.0;17.0;16.0;2.0;3.0;1.0;2.0;0.0;0.0;2000;12;Saturday;2;Victoria Local;16.0;9.0;5.0
2000-12-23;Leeds;Aston Villa;1;2;A;0.0;1.0;A;Mark Halsey;15.0;8.0;5.0;5.0;18.0;18.0;10.0;2.0;1.0;4.0;0.0;0.0;2000;12;Saturday;3;Victoria Visitante;23.0;10.0;12.0
2000-12-23;Leicester;West Ham;2;1;H;1.0;1.0;D;Graham Poll;11.0;11.0;6.0;4.0;7.0;5.0;6.0;5.0;1.0;0.0;0.0;0.0;2000;12;Saturday;3;Victoria Local;22.0;10.0;11.0
2000-12-23;Liverpool;Arsenal;4;0;H;1.0;0.0;H;Paul Durkin;12.0;12.0;6.0;6.0;18.0;14.0;6.0;3.0;2.0;0.0;0.0;0.0;2000;12;Saturday;4;Victoria Local;24.0;12.0;9.0
2000-12-23;Man United;Ipswich;2;0;H;2.0;0.0;H;Steve Bennett;20.0;5.0;4.0;3.0;7.0;8.0;11.0;3.0;0.0;1.0;0.0;0.0;2000;12;Saturday;2;Victoria Local;25.0;7.0;14.0
2000-12-23;Sunderland;Man City;1;0;H;1.0;0.0;H;David Ellaray;9.0;9.0;5.0;3.0;14.0;18.0;8.0;6.0;2.0;2.0;0.0;0.0;2000;12;Saturday;1;Victoria Local;18.0;8.0;14.0
2000-12-23;Tottenham;Middlesbrough;0;0;D;0.0;0.0;D;Rob Styles;16.0;5.0;8.0;0.0;22.0;13.0;8.0;4.0;2.0;3.0;0.0;0.0;2000;12;Saturday;0;Empate;21.0;8.0;12.0
2000-12-26;Arsenal;Leicester;6;1;H;1.0;0.0;H;Dermot Gallagher;27.0;2.0;15.0;2.0;14.0;11.0;14.0;0.0;0.0;0.0;0.0;0.0;2000;12;Tuesday;7;Victoria Local;29.0;17.0;14.0
2000-12-26;Aston Villa;Man United;0;1;A;0.0;0.0;D;Graham Poll;6.0;14.0;3.0;3.0;15.0;16.0;2.0;4.0;1.0;2.0;0.0;0.0;2000;12;Tuesday;1;Victoria Visitante;20.0;6.0;6.0
2000-12-26;Bradford;Sunderland;1;4;A;0.0;1.0;A;Paul Durkin;11.0;16.0;3.0;11.0;17.0;17.0;9.0;8.0;2.0;0.0;0.0;0.0;2000;12;Tuesday;5;Victoria Visitante;27.0;14.0;17.0
2000-12-26;Everton;Coventry;1;2;A;0.0;0.0;D;Neale Barry;17.0;10.0;9.0;5.0;14.0;16.0;5.0;2.0;2.0;1.0;0.0;0.0;2000;12;Tuesday;3;Victoria Visitante;27.0;14.0;7.0
2000-12-26;Ipswich;Chelsea;2;2;D;1.0;2.0;A;Jeff Winter;19.0;7.0;13.0;4.0;5.0;9.0;8.0;2.0;0.0;4.0;0.0;0.0;2000;12;Tuesday;4;Empate;26.0;17.0;10.0
2000-12-26;Man City;Derby;0;0;D;0.0;0.0;D;Mike Riley;15.0;14.0;7.0;3.0;15.0;14.0;7.0;7.0;2.0;2.0;0.0;0.0;2000;12;Tuesday;0;Empate;29.0;10.0;14.0
2000-12-26;Middlesbrough;Liverpool;1;0;H;1.0;0.0;H;Steve Lodge;7.0;11.0;2.0;5.0;7.0;9.0;2.0;6.0;2.0;2.0;0.0;0.0;2000;12;Tuesday;1;Victoria Local;18.0;7.0;8.0
2000-12-26;Newcastle;Leeds;2;1;H;2.0;1.0;H;Andy D'Urso;13.0;8.0;4.0;5.0;23.0;17.0;7.0;2.0;4.0;2.0;0.0;0.0;2000;12;Tuesday;3;Victoria Local;21.0;9.0;9.0
2000-12-26;West Ham;Charlton;5;0;H;3.0;0.0;H;Steve Dunn;17.0;12.0;10.0;8.0;19.0;11.0;5.0;8.0;1.0;0.0;0.0;0.0;2000;12;Tuesday;5;Victoria Local;29.0;18.0;13.0
2000-12-27;Southampton;Tottenham;2;0;H;2.0;0.0;H;David Ellaray;17.0;7.0;6.0;2.0;17.0;13.0;4.0;4.0;1.0;3.0;0.0;0.0;2000;12;Wednesday;2;Victoria Local;24.0;8.0;8.0
2000-12-30;Arsenal;Sunderland;2;2;D;2.0;0.0;H;Graham Barber;17.0;14.0;9.0;7.0;14.0;18.0;11.0;1.0;0.0;3.0;0.0;0.0;2000;12;Saturday;4;Empate;31.0;16.0;12.0
2000-12-30;Ipswich;Tottenham;3;0;H;1.0;0.0;H;Matt Messias;18.0;6.0;9.0;3.0;13.0;17.0;10.0;5.0;0.0;0.0;0.0;0.0;2000;12;Saturday;3;Victoria Local;24.0;12.0;15.0
2000-12-30;Man City;Charlton;1;4;A;0.0;2.0;A;Clive Wilkes;8.0;13.0;1.0;8.0;11.0;14.0;7.0;4.0;1.0;2.0;0.0;0.0;2000;12;Saturday;5;Victoria Visitante;21.0;9.0;11.0
2000-12-30;Middlesbrough;Coventry;1;1;D;0.0;1.0;A;Dermot Gallagher;14.0;9.0;6.0;3.0;9.0;16.0;4.0;3.0;1.0;3.0;0.0;0.0;2000;12;Saturday;2;Empate;23.0;9.0;7.0
2000-12-30;Newcastle;Man United;1;1;D;0.0;1.0;A;Mike Riley;14.0;8.0;4.0;6.0;13.0;10.0;6.0;3.0;2.0;3.0;0.0;0.0;2000;12;Saturday;2;Empate;22.0;10.0;9.0
2000-12-30;Southampton;Derby;1;0;H;0.0;0.0;D;Andy D'Urso;10.0;9.0;5.0;5.0;17.0;10.0;7.0;6.0;0.0;2.0;0.0;0.0;2000;12;Saturday;1;Victoria Local;19.0;10.0;13.0
2001-01-01;Charlton;Arsenal;1;0;H;1.0;0.0;H;Graham Poll;9.0;10.0;4.0;5.0;15.0;12.0;6.0;12.0;1.0;1.0;0.0;0.0;2001;1;Monday;1;Victoria Local;19.0;9.0;18.0
2001-01-01;Chelsea;Aston Villa;1;0;H;1.0;0.0;H;Paul Durkin;13.0;7.0;5.0;3.0;15.0;19.0;2.0;5.0;0.0;1.0;0.0;0.0;2001;1;Monday;1;Victoria Local;20.0;8.0;7.0
2001-01-01;Coventry;Man City;1;1;D;0.0;0.0;D;Barry Knight;19.0;10.0;9.0;5.0;16.0;15.0;12.0;8.0;1.0;2.0;0.0;0.0;2001;1;Monday;2;Empate;29.0;14.0;20.0
2001-01-01;Derby;Everton;1;0;H;1.0;0.0;H;Alan Wiley;7.0;9.0;3.0;6.0;9.0;18.0;5.0;11.0;2.0;3.0;0.0;0.0;2001;1;Monday;1;Victoria Local;16.0;9.0;16.0
2001-01-01;Leeds;Middlesbrough;1;1;D;0.0;1.0;A;David Ellaray;16.0;5.0;5.0;3.0;14.0;15.0;5.0;1.0;2.0;3.0;0.0;0.0;2001;1;Monday;2;Empate;21.0;8.0;6.0
2001-01-01;Leicester;Bradford;1;2;A;1.0;2.0;A;Steve Lodge;9.0;8.0;3.0;4.0;11.0;14.0;5.0;3.0;0.0;3.0;0.0;0.0;2001;1;Monday;3;Victoria Visitante;17.0;7.0;8.0
2001-01-01;Liverpool;Southampton;2;1;H;1.0;1.0;D;Dermot Gallagher;16.0;7.0;8.0;3.0;8.0;5.0;15.0;2.0;0.0;1.0;0.0;0.0;2001;1;Monday;3;Victoria Local;23.0;11.0;17.0
2001-01-01;Man United;West Ham;3;1;H;2.0;0.0;H;Peter Jones;25.0;9.0;12.0;5.0;17.0;13.0;8.0;2.0;1.0;2.0;0.0;0.0;2001;1;Monday;4;Victoria Local;34.0;17.0;10.0
2001-01-01;Sunderland;Ipswich;4;1;H;1.0;1.0;D;Neale Barry;16.0;9.0;9.0;3.0;15.0;10.0;4.0;3.0;1.0;5.0;0.0;0.0;2001;1;Monday;5;Victoria Local;25.0;12.0;7.0
2001-02-01;Tottenham;Newcastle;4;2;H;3.0;1.0;H;Steve Bennett;16.0;9.0;10.0;4.0;11.0;10.0;9.0;6.0;0.0;2.0;1.0;2.0;2001;2;Thursday;6;Victoria Local;25.0;14.0;15.0
2001-01-13;Arsenal;Chelsea;1;1;D;1.0;0.0;H;David Ellaray;15.0;12.0;8.0;8.0;13.0;15.0;10.0;3.0;1.0;4.0;0.0;0.0;2001;1;Saturday;2;Empate;27.0;16.0;13.0
2001-01-13;Aston Villa;Liverpool;0;3;A;0.0;2.0;A;Graham Barber;5.0;12.0;1.0;6.0;7.0;10.0;1.0;4.0;2.0;0.0;0.0;0.0;2001;1;Saturday;3;Victoria Visitante;17.0;7.0;5.0
2001-01-13;Bradford;Man United;0;3;A;0.0;0.0;D;Alan Wiley;9.0;20.0;3.0;11.0;11.0;11.0;1.0;9.0;1.0;0.0;0.0;0.0;2001;1;Saturday;3;Victoria Visitante;29.0;14.0;10.0
2001-01-13;Everton;Tottenham;0;0;D;0.0;0.0;D;Andy D'Urso;17.0;4.0;8.0;1.0;11.0;15.0;9.0;0.0;1.0;0.0;0.0;0.0;2001;1;Saturday;0;Empate;21.0;9.0;9.0
2001-01-13;Man City;Leeds;0;4;A;0.0;1.0;A;Mike Dean;5.0;10.0;3.0;6.0;23.0;17.0;4.0;5.0;5.0;3.0;0.0;0.0;2001;1;Saturday;4;Victoria Visitante;15.0;9.0;9.0
2001-01-13;Middlesbrough;Derby;4;0;H;1.0;0.0;H;Rob Styles;13.0;6.0;8.0;3.0;8.0;14.0;4.0;5.0;0.0;4.0;0.0;0.0;2001;1;Saturday;4;Victoria Local;19.0;11.0;9.0
2001-01-13;Newcastle;Coventry;3;1;H;1.0;0.0;H;Jeff Winter;11.0;12.0;6.0;5.0;6.0;9.0;2.0;7.0;0.0;3.0;0.0;0.0;2001;1;Saturday;4;Victoria Local;23.0;11.0;9.0
2001-01-13;Southampton;Charlton;0;0;D;0.0;0.0;D;Steve Lodge;17.0;10.0;6.0;4.0;8.0;12.0;9.0;3.0;0.0;0.0;0.0;0.0;2001;1;Saturday;0;Empate;27.0;10.0;12.0
2001-01-13;West Ham;Sunderland;0;2;A;0.0;1.0;A;Matt Messias;13.0;7.0;6.0;5.0;20.0;21.0;9.0;6.0;4.0;2.0;0.0;0.0;2001;1;Saturday;2;Victoria Visitante;20.0;11.0;15.0
2001-01-14;Ipswich;Leicester;2;0;H;0.0;0.0;D;Mike Riley;22.0;6.0;9.0;3.0;14.0;10.0;8.0;1.0;1.0;1.0;0.0;0.0;2001;1;Sunday;2;Victoria Local;28.0;12.0;9.0
2001-01-20;Chelsea;Ipswich;4;1;H;1.0;1.0;D;Andy D'Urso;23.0;5.0;10.0;2.0;11.0;12.0;11.0;1.0;3.0;0.0;0.0;1.0;2001;1;Saturday;5;Victoria Local;28.0;12.0;12.0
2001-01-20;Coventry;Everton;1;3;A;0.0;3.0;A;Paul Durkin;9.0;8.0;5.0;4.0;9.0;22.0;15.0;3.0;0.0;1.0;0.0;0.0;2001;1;Saturday;4;Victoria Visitante;17.0;9.0;18.0
2001-01-20;Derby;Man City;1;1;D;0.0;0.0;D;Jeff Winter;9.0;10.0;3.0;4.0;17.0;22.0;5.0;4.0;2.0;2.0;0.0;0.0;2001;1;Saturday;2;Empate;19.0;7.0;9.0
2001-01-20;Leeds;Newcastle;1;3;A;1.0;2.0;A;Alan Wiley;12.0;11.0;5.0;7.0;12.0;18.0;16.0;1.0;2.0;1.0;0.0;0.0;2001;1;Saturday;4;Victoria Visitante;23.0;12.0;17.0
2001-01-20;Leicester;Arsenal;0;0;D;0.0;0.0;D;Barry Knight;3.0;13.0;0.0;4.0;6.0;8.0;1.0;9.0;2.0;2.0;1.0;0.0;2001;1;Saturday;0;Empate;16.0;4.0;10.0
2001-01-20;Liverpool;Middlesbrough;0;0;D;0.0;0.0;D;Steve Dunn;22.0;4.0;7.0;2.0;9.0;10.0;7.0;3.0;1.0;1.0;0.0;0.0;2001;1;Saturday;0;Empate;26.0;9.0;10.0
2001-01-20;Man United;Aston Villa;2;0;H;0.0;0.0;D;Mike Riley;12.0;5.0;7.0;3.0;10.0;19.0;7.0;3.0;1.0;2.0;0.0;0.0;2001;1;Saturday;2;Victoria Local;17.0;10.0;10.0
2001-01-20;Tottenham;Southampton;0;0;D;0.0;0.0;D;Clive Wilkes;9.0;9.0;4.0;6.0;10.0;15.0;6.0;0.0;0.0;1.0;0.0;0.0;2001;1;Saturday;0;Empate;18.0;10.0;6.0
2001-01-21;Sunderland;Bradford;0;0;D;0.0;0.0;D;Mark Halsey;14.0;7.0;6.0;3.0;10.0;13.0;8.0;7.0;0.0;1.0;0.0;0.0;2001;1;Sunday;0;Empate;21.0;9.0;15.0
2001-01-22;Charlton;West Ham;1;1;D;1.0;0.0;H;Dermot Gallagher;9.0;18.0;3.0;3.0;11.0;8.0;0.0;5.0;0.0;1.0;0.0;0.0;2001;1;Monday;2;Empate;27.0;6.0;5.0
2001-01-24;Aston Villa;Leeds;1;2;A;1.0;1.0;D;Steve Bennett;12.0;7.0;4.0;3.0;11.0;10.0;5.0;3.0;2.0;0.0;0.0;0.0;2001;1;Wednesday;3;Victoria Visitante;19.0;7.0;8.0
2001-01-30;Arsenal;Bradford;2;0;H;2.0;0.0;H;Clive Wilkes;20.0;6.0;8.0;2.0;12.0;14.0;6.0;3.0;1.0;2.0;0.0;0.0;2001;1;Tuesday;2;Victoria Local;26.0;10.0;9.0
2001-01-30;Charlton;Derby;2;1;H;1.0;1.0;D;Mike Dean;13.0;6.0;9.0;3.0;13.0;14.0;9.0;3.0;2.0;1.0;0.0;0.0;2001;1;Tuesday;3;Victoria Local;19.0;12.0;12.0
2001-01-31;Chelsea;Newcastle;3;1;H;1.0;1.0;D;Mark Halsey;14.0;4.0;4.0;2.0;12.0;19.0;7.0;2.0;1.0;3.0;0.0;0.0;2001;1;Wednesday;4;Victoria Local;18.0;6.0;9.0
2001-01-31;Everton;Middlesbrough;2;2;D;0.0;1.0;A;Graham Barber;17.0;6.0;8.0;3.0;17.0;12.0;9.0;1.0;1.0;5.0;0.0;0.0;2001;1;Wednesday;4;Empate;23.0;11.0;10.0
2001-01-31;Leeds;Coventry;1;0;H;0.0;0.0;D;Rob Harris;11.0;3.0;6.0;1.0;18.0;19.0;9.0;2.0;4.0;5.0;0.0;0.0;2001;1;Wednesday;1;Victoria Local;14.0;7.0;11.0
2001-01-31;Man City;Liverpool;1;1;D;0.0;1.0;A;Peter Jones;4.0;16.0;2.0;3.0;17.0;13.0;5.0;11.0;1.0;1.0;0.0;0.0;2001;1;Wednesday;2;Empate;20.0;5.0;16.0
2001-01-31;Southampton;Leicester;1;0;H;0.0;0.0;D;Steve Bennett;10.0;6.0;5.0;3.0;14.0;12.0;3.0;3.0;0.0;3.0;0.0;0.0;2001;1;Wednesday;1;Victoria Local;16.0;8.0;6.0
2001-01-31;Sunderland;Man United;0;1;A;0.0;0.0;D;Graham Poll;9.0;13.0;2.0;7.0;15.0;13.0;3.0;2.0;2.0;0.0;2.0;1.0;2001;1;Wednesday;1;Victoria Visitante;22.0;9.0;5.0
2001-01-31;West Ham;Tottenham;0;0;D;0.0;0.0;D;Neale Barry;17.0;14.0;6.0;6.0;9.0;16.0;9.0;4.0;1.0;1.0;0.0;0.0;2001;1;Wednesday;0;Empate;31.0;12.0;13.0
2001-03-02;Bradford;Aston Villa;0;3;A;0.0;0.0;D;Dermot Gallagher;9.0;13.0;2.0;6.0;14.0;14.0;3.0;4.0;2.0;0.0;0.0;0.0;2001;3;Friday;3;Victoria Visitante;22.0;8.0;7.0
2001-03-02;Coventry;Arsenal;0;1;A;0.0;0.0;D;Mike Dean;12.0;8.0;4.0;6.0;13.0;14.0;3.0;7.0;3.0;4.0;0.0;0.0;2001;3;Friday;1;Victoria Visitante;20.0;10.0;10.0
2001-03-02;Derby;Sunderland;1;0;H;1.0;0.0;H;Barry Knight;9.0;17.0;3.0;5.0;16.0;18.0;3.0;4.0;7.0;3.0;0.0;0.0;2001;3;Friday;1;Victoria Local;26.0;8.0;7.0
2001-03-02;Ipswich;Leeds;1;2;A;0.0;2.0;A;Peter Jones;11.0;10.0;6.0;3.0;10.0;15.0;3.0;4.0;1.0;2.0;1.0;0.0;2001;3;Friday;3;Victoria Visitante;21.0;9.0;7.0
2001-03-02;Leicester;Chelsea;2;1;H;1.0;0.0;H;Steve Dunn;10.0;8.0;5.0;4.0;7.0;13.0;2.0;7.0;0.0;1.0;0.0;0.0;2001;3;Friday;3;Victoria Local;18.0;9.0;9.0
2001-03-02;Liverpool;West Ham;3;0;H;2.0;0.0;H;Steve Bennett;14.0;8.0;10.0;3.0;9.0;6.0;5.0;3.0;0.0;1.0;0.0;1.0;2001;3;Friday;3;Victoria Local;22.0;13.0;8.0
2001-03-02;Man United;Everton;1;0;H;0.0;0.0;D;Jeff Winter;8.0;5.0;1.0;1.0;8.0;11.0;2.0;5.0;0.0;2.0;0.0;0.0;2001;3;Friday;1;Victoria Local;13.0;2.0;7.0
2001-03-02;Middlesbrough;Man City;1;1;D;0.0;1.0;A;Alan Wiley;14.0;6.0;6.0;3.0;12.0;14.0;4.0;2.0;0.0;2.0;1.0;0.0;2001;3;Friday;2;Empate;20.0;9.0;6.0
2001-03-02;Tottenham;Charlton;0;0;D;0.0;0.0;D;David Ellaray;9.0;7.0;3.0;2.0;17.0;14.0;2.0;3.0;2.0;0.0;0.0;0.0;2001;3;Friday;0;Empate;16.0;5.0;5.0
2001-07-02;Everton;Leeds;2;2;D;1.0;0.0;H;Neale Barry;7.0;9.0;4.0;5.0;18.0;18.0;4.0;7.0;2.0;1.0;0.0;0.0;2001;7;Monday;4;Empate;16.0;9.0;11.0
2001-10-02;Arsenal;Ipswich;1;0;H;0.0;0.0;D;Rob Harris;17.0;5.0;10.0;3.0;16.0;15.0;11.0;3.0;2.0;1.0;0.0;0.0;2001;10;Tuesday;1;Victoria Local;22.0;13.0;14.0
2001-10-02;Aston Villa;Middlesbrough;1;1;D;1.0;0.0;H;Clive Wilkes;15.0;6.0;4.0;3.0;11.0;11.0;7.0;4.0;1.0;1.0;0.0;0.0;2001;10;Tuesday;2;Empate;21.0;7.0;11.0
2001-10-02;Chelsea;Man United;1;1;D;1.0;0.0;H;David Ellaray;8.0;16.0;4.0;6.0;16.0;12.0;3.0;8.0;0.0;2.0;0.0;0.0;2001;10;Tuesday;2;Empate;24.0;10.0;11.0
2001-10-02;Everton;Leicester;2;1;H;2.0;0.0;H;Rob Styles;9.0;9.0;6.0;2.0;12.0;7.0;7.0;2.0;3.0;2.0;0.0;0.0;2001;10;Tuesday;3;Victoria Local;18.0;8.0;9.0
2001-10-02;Leeds;Derby;0;0;D;0.0;0.0;D;Jeff Winter;12.0;3.0;6.0;2.0;11.0;17.0;17.0;4.0;2.0;5.0;0.0;0.0;2001;10;Tuesday;0;Empate;15.0;8.0;21.0
2001-10-02;Man City;Tottenham;0;1;A;0.0;0.0;D;Steve Dunn;11.0;11.0;4.0;4.0;17.0;10.0;7.0;3.0;1.0;0.0;0.0;0.0;2001;10;Tuesday;1;Victoria Visitante;22.0;8.0;10.0
2001-10-02;Southampton;Bradford;2;0;H;0.0;0.0;D;Graham Poll;12.0;4.0;6.0;1.0;9.0;16.0;8.0;0.0;0.0;1.0;0.0;0.0;2001;10;Tuesday;2;Victoria Local;16.0;7.0;8.0
2001-10-02;Sunderland;Liverpool;1;1;D;0.0;0.0;D;Graham Barber;9.0;8.0;6.0;4.0;15.0;25.0;9.0;6.0;5.0;3.0;0.0;0.0;2001;10;Tuesday;2;Empate;17.0;10.0;15.0
2001-11-02;Charlton;Newcastle;2;0;H;2.0;0.0;H;Paul Durkin;11.0;5.0;4.0;3.0;10.0;12.0;4.0;11.0;2.0;1.0;0.0;0.0;2001;11;Friday;2;Victoria Local;16.0;7.0;15.0
2001-12-02;West Ham;Coventry;1;1;D;0.0;0.0;D;Dermot Gallagher;21.0;13.0;9.0;4.0;13.0;16.0;5.0;4.0;2.0;5.0;0.0;0.0;2001;12;Sunday;2;Empate;34.0;13.0;9.0
2001-02-24;Bradford;West Ham;1;2;A;0.0;1.0;A;Steve Lodge;15.0;11.0;5.0;5.0;9.0;10.0;7.0;1.0;1.0;2.0;0.0;0.0;2001;2;Saturday;3;Victoria Visitante;26.0;10.0;8.0
2001-02-24;Coventry;Charlton;2;2;D;1.0;1.0;D;Mark Halsey;17.0;15.0;7.0;7.0;15.0;11.0;3.0;7.0;0.0;0.0;0.0;0.0;2001;2;Saturday;4;Empate;32.0;14.0;10.0
2001-02-24;Derby;Aston Villa;1;0;H;1.0;0.0;H;Alan Wiley;9.0;19.0;5.0;7.0;9.0;10.0;1.0;9.0;1.0;1.0;0.0;0.0;2001;2;Saturday;1;Victoria Local;28.0;12.0;10.0
2001-02-24;Ipswich;Everton;2;0;H;0.0;0.0;D;Graham Poll;12.0;8.0;6.0;2.0;11.0;14.0;3.0;2.0;1.0;2.0;0.0;1.0;2001;2;Saturday;2;Victoria Local;20.0;8.0;5.0
2001-02-24;Leicester;Sunderland;2;0;H;1.0;0.0;H;Andy D'Urso;11.0;9.0;7.0;3.0;13.0;16.0;6.0;5.0;0.0;4.0;0.0;1.0;2001;2;Saturday;2;Victoria Local;20.0;10.0;11.0
2001-02-24;Middlesbrough;Southampton;0;1;A;0.0;0.0;D;Neale Barry;11.0;10.0;6.0;5.0;9.0;9.0;3.0;6.0;1.0;0.0;0.0;0.0;2001;2;Saturday;1;Victoria Visitante;21.0;11.0;9.0
2001-02-24;Newcastle;Man City;0;1;A;0.0;0.0;D;Rob Harris;10.0;11.0;3.0;3.0;18.0;11.0;5.0;5.0;1.0;0.0;0.0;0.0;2001;2;Saturday;1;Victoria Visitante;21.0;6.0;10.0
